org_text,clean_text,start_time,signer_id,signer,start,end,file,label,height,fps,end_time,url,text,box,width,review
CASHIER,cashier,35.769,9,-1,1072,1200,Community Job Signs,996,360.0,29.97,40.04,https://www.youtube.com/watch?v=G77ZoILMYw4,cashier,0.0124710798263549,640.0,
CHEF,chef,42.109,9,-1,1262,1292,Community Job Signs,778,360.0,29.97,43.11,https://www.youtube.com/watch?v=G77ZoILMYw4,chef,0.0,640.0,
CHEF,chef,43.21,9,-1,1295,1327,Community Job Signs,778,360.0,29.97,44.277,https://www.youtube.com/watch?v=G77ZoILMYw4,chef,0.0,640.0,
CHEF,chef,44.344,9,-1,1329,1384,Community Job Signs,778,360.0,29.97,46.179,https://www.youtube.com/watch?v=G77ZoILMYw4,chef,0.0,640.0,
COACH,boss,48.048,9,-1,1440,1567,Community Job Signs,337,360.0,29.97,52.285,https://www.youtube.com/watch?v=G77ZoILMYw4,boss,0.0,640.0,
DENTIST,dentist,66.4,9,-1,1990,2140,Community Job Signs,195,360.0,29.97,71.405,https://www.youtube.com/watch?v=G77ZoILMYw4,dentist,0.0,640.0,
DOCTOR,doctor,80.38,9,-1,2409,2496,Community Job Signs,51,360.0,29.97,83.283,https://www.youtube.com/watch?v=G77ZoILMYw4,doctor,0.0397291183471679,640.0,1
FIRE FIGHTER,firefighter,94.594,9,-1,2835,2951,Community Job Signs,537,360.0,29.97,98.465,https://www.youtube.com/watch?v=G77ZoILMYw4,firefighter,0.0,640.0,
JANITOR,janitor,150.317,9,-1,4505,4573,Community Job Signs,775,360.0,29.97,152.586,https://www.youtube.com/watch?v=G77ZoILMYw4,janitor,0.0391350388526916,640.0,1
JUDGE,judge,158.291,9,-1,4744,4891,Community Job Signs,955,360.0,29.97,163.196,https://www.youtube.com/watch?v=G77ZoILMYw4,judge,0.00420397520065307,640.0,
LAWYER,lawyer,165.298,9,-1,4954,5044,Community Job Signs,573,360.0,29.97,168.301,https://www.youtube.com/watch?v=G77ZoILMYw4,lawyer,0.00839361548423767,640.0,
LIBRARIAN,librarian,170.303,9,-1,5104,5223,Community Job Signs,477,360.0,29.97,174.274,https://www.youtube.com/watch?v=G77ZoILMYw4,librarian,0.0153492391109466,640.0,
MECHANIC,mechanic,201.534,9,-1,6040,6184,Community Job Signs,590,360.0,29.97,206.339,https://www.youtube.com/watch?v=G77ZoILMYw4,mechanic,0.0,640.0,
MILITARY,army,217.751,9,-1,6526,6635,Community Job Signs,473,360.0,29.97,221.387,https://www.youtube.com/watch?v=G77ZoILMYw4,army,0.00324863195419311,640.0,
SOLDIER,army,224.023,9,-1,6714,6827,Community Job Signs,473,360.0,29.97,227.794,https://www.youtube.com/watch?v=G77ZoILMYw4,army,0.0,640.0,
NURSE,nurse,239.706,9,-1,7184,7272,Community Job Signs,71,360.0,29.97,242.642,https://www.youtube.com/watch?v=G77ZoILMYw4,nurse,0.0017634630203247,640.0,
PAINTER,artist,246.379,9,-1,7384,7444,Community Job Signs,535,360.0,29.97,248.381,https://www.youtube.com/watch?v=G77ZoILMYw4,artist,0.0,640.0,1
PAINTER,artist,251.217,9,-1,7529,7610,Community Job Signs,535,360.0,29.97,253.92,https://www.youtube.com/watch?v=G77ZoILMYw4,artist,0.0,640.0,1
PHOTOGRAPHER,photographer,279.479,9,-1,8376,8509,Community Job Signs,789,360.0,29.97,283.917,https://www.youtube.com/watch?v=G77ZoILMYw4,photographer,0.0342470705509185,640.0,
PLUMBER,mechanic,291.491,9,-1,8736,8813,Community Job Signs,590,360.0,29.97,294.06,https://www.youtube.com/watch?v=G77ZoILMYw4,mechanic,0.0343779623508453,640.0,1
POLICE OFFICER,police officer,299.132,9,-1,8965,9062,Community Job Signs,426,360.0,29.97,302.368,https://www.youtube.com/watch?v=G77ZoILMYw4,police,0.0044790506362915,640.0,
SECRETARY,secretary,304.637,9,-1,9130,9252,Community Job Signs,301,360.0,29.97,308.708,https://www.youtube.com/watch?v=G77ZoILMYw4,secretary,0.0,640.0,
TEACHER,teacher,332.331,9,-1,9960,10049,Community Job Signs,2,360.0,29.97,335.301,https://www.youtube.com/watch?v=G77ZoILMYw4,teacher,0.0,640.0,
SERVER,waiter,361.928,9,-1,10847,10918,Community Job Signs,807,360.0,29.97,364.297,https://www.youtube.com/watch?v=G77ZoILMYw4,waiter,0.0177933573722839,640.0,1
BOTH,both,29.496,10,26,884,1025,Lesson 7 Vocabulary - A Basic Course (ABC) in ASL,766,720.0,29.97,34.201,https://www.youtube.com/watch?v=cNtU2UH-2Rk,both,0.301254719495773,1280.0,1
BREAKFAST,breakfast,35.002,10,26,1049,1125,Lesson 7 Vocabulary - A Basic Course (ABC) in ASL,329,720.0,29.97,37.538,https://www.youtube.com/watch?v=cNtU2UH-2Rk,breakfast,0.303952664136886,1280.0,1
BREAKFAST (alternative),breakfast,40.774,10,26,1222,1322,Lesson 7 Vocabulary - A Basic Course (ABC) in ASL,329,720.0,29.97,44.111,https://www.youtube.com/watch?v=cNtU2UH-2Rk,breakfast,0.306445479393005,1280.0,
"COAT, jacket",jacket,45.345,10,26,1359,1479,Lesson 7 Vocabulary - A Basic Course (ABC) in ASL,139,720.0,29.97,49.349,https://www.youtube.com/watch?v=cNtU2UH-2Rk,jacket,0.300305306911468,1280.0,1
COME-ON,come on,50.55,10,26,1515,1634,Lesson 7 Vocabulary - A Basic Course (ABC) in ASL,889,720.0,29.97,54.521,https://www.youtube.com/watch?v=cNtU2UH-2Rk,come on,0.300898373126983,1280.0,
DINNER,dinner,56.023,10,26,1679,1761,Lesson 7 Vocabulary - A Basic Course (ABC) in ASL,391,720.0,29.97,58.759,https://www.youtube.com/watch?v=cNtU2UH-2Rk,dinner,0.301147639751434,1280.0,1
DINNER,dinner,58.759,10,26,1761,1843,Lesson 7 Vocabulary - A Basic Course (ABC) in ASL,391,720.0,29.97,61.495,https://www.youtube.com/watch?v=cNtU2UH-2Rk,dinner,0.301147639751434,1280.0,1
DINNER (alternative),dinner,62.296,10,26,1867,1978,Lesson 7 Vocabulary - A Basic Course (ABC) in ASL,391,720.0,29.97,65.999,https://www.youtube.com/watch?v=cNtU2UH-2Rk,dinner,0.305045425891876,1280.0,
EYES,eyes,66.233,10,26,1985,2113,Lesson 7 Vocabulary - A Basic Course (ABC) in ASL,739,720.0,29.97,70.504,https://www.youtube.com/watch?v=cNtU2UH-2Rk,eyes,0.302769392728805,1280.0,
FACE,face,71.071,10,26,2130,2200,Lesson 7 Vocabulary - A Basic Course (ABC) in ASL,813,720.0,29.97,73.407,https://www.youtube.com/watch?v=cNtU2UH-2Rk,face,0.301796197891235,1280.0,1
FRENCH-FRIES,france fries,76.743,10,26,2300,2427,Lesson 7 Vocabulary - A Basic Course (ABC) in ASL,526,720.0,29.97,80.981,https://www.youtube.com/watch?v=cNtU2UH-2Rk,france fries,0.303104072809219,1280.0,
HAMBURGER,hamburger,99.733,10,26,2989,3135,Lesson 7 Vocabulary - A Basic Course (ABC) in ASL,351,720.0,29.97,104.605,https://www.youtube.com/watch?v=cNtU2UH-2Rk,hamburger,0.300451040267944,1280.0,
HEAD,head,119.252,10,26,3574,3672,Lesson 7 Vocabulary - A Basic Course (ABC) in ASL,852,720.0,29.97,122.522,https://www.youtube.com/watch?v=cNtU2UH-2Rk,head,0.305533021688461,1280.0,
HEART,heart,122.756,10,26,3679,3800,Lesson 7 Vocabulary - A Basic Course (ABC) in ASL,816,720.0,29.97,126.793,https://www.youtube.com/watch?v=cNtU2UH-2Rk,heart,0.302988499402999,1280.0,
KNIFE,knife,127.027,10,26,3807,3947,Lesson 7 Vocabulary - A Basic Course (ABC) in ASL,517,720.0,29.97,131.698,https://www.youtube.com/watch?v=cNtU2UH-2Rk,knife,0.304563790559768,1280.0,
LUNCH,lunch,136.603,10,26,4094,4237,Lesson 7 Vocabulary - A Basic Course (ABC) in ASL,229,720.0,29.97,141.375,https://www.youtube.com/watch?v=cNtU2UH-2Rk,lunch,0.30115407705307,1280.0,
LUNCH (alternative),lunch,141.608,10,26,4244,4357,Lesson 7 Vocabulary - A Basic Course (ABC) in ASL,229,720.0,29.97,145.379,https://www.youtube.com/watch?v=cNtU2UH-2Rk,lunch,0.30220827460289,1280.0,
"MISTAKE, error",wrong,155.522,10,26,4661,4775,Lesson 7 Vocabulary - A Basic Course (ABC) in ASL,105,720.0,29.97,159.326,https://www.youtube.com/watch?v=cNtU2UH-2Rk,wrong,0.304850369691848,1280.0,
NOSE,nose,164.464,10,26,4929,5027,Lesson 7 Vocabulary - A Basic Course (ABC) in ASL,891,720.0,29.97,167.734,https://www.youtube.com/watch?v=cNtU2UH-2Rk,nose,0.304101735353469,1280.0,
PENCIL,pencil,176.51,10,26,5290,5427,Lesson 7 Vocabulary - A Basic Course (ABC) in ASL,79,720.0,29.97,181.081,https://www.youtube.com/watch?v=cNtU2UH-2Rk,pencil,0.304332643747329,1280.0,
PEOPLE,people,181.314,10,26,5434,5560,Lesson 7 Vocabulary - A Basic Course (ABC) in ASL,234,720.0,29.97,185.519,https://www.youtube.com/watch?v=cNtU2UH-2Rk,people,0.30221089720726,1280.0,
RABBIT,rabbit,190.691,10,26,5715,5855,Lesson 7 Vocabulary - A Basic Course (ABC) in ASL,758,720.0,29.97,195.362,https://www.youtube.com/watch?v=cNtU2UH-2Rk,rabbit,0.301546871662139,1280.0,
SEVERAL,several,195.595,10,26,5862,6003,Lesson 7 Vocabulary - A Basic Course (ABC) in ASL,949,720.0,29.97,200.3,https://www.youtube.com/watch?v=cNtU2UH-2Rk,several,0.301890820264816,1280.0,
SHIRT,shirt,200.534,10,26,6010,6137,Lesson 7 Vocabulary - A Basic Course (ABC) in ASL,149,720.0,29.97,204.771,https://www.youtube.com/watch?v=cNtU2UH-2Rk,shirt,0.301731973886489,1280.0,
SHOES,shoes,206.339,10,26,6184,6294,Lesson 7 Vocabulary - A Basic Course (ABC) in ASL,102,720.0,29.97,210.01,https://www.youtube.com/watch?v=cNtU2UH-2Rk,shoes,0.298334032297134,1280.0,1
STILL,still,225.225,10,26,6750,6853,Lesson 7 Vocabulary - A Basic Course (ABC) in ASL,834,720.0,29.97,228.662,https://www.youtube.com/watch?v=cNtU2UH-2Rk,still,0.304297089576721,1280.0,
STORE,store,232.365,10,26,6964,7074,Lesson 7 Vocabulary - A Basic Course (ABC) in ASL,113,720.0,29.97,236.036,https://www.youtube.com/watch?v=cNtU2UH-2Rk,sell,0.302149474620819,1280.0,
TIME,time,236.269,10,26,7081,7156,Lesson 7 Vocabulary - A Basic Course (ABC) in ASL,116,720.0,29.97,238.772,https://www.youtube.com/watch?v=cNtU2UH-2Rk,time,0.305936574935913,1280.0,
learn,learn,0.0,11,39,0,46,LEARN(2),22,360.0,29.97,1.535,www.youtube.com/watch?v=TSQinun_K8U,learn,0.0452158451080322,480.0,
have,have,0.0,92,43,0,44,SignSchool Have,111,360.0,29.97,1.468,www.youtube.com/watch?v=5EEsTqgJ6dw,have,0.0598025619983673,640.0,
ugly,ugly,0.0,20,40,0,32,SignSchool Ugly,199,360.0,23.976,1.335,www.youtube.com/watch?v=1STGpqjEYls,ugly,0.067493587732315,640.0,
government,government,0.0,20,40,0,39,SignSchool Government,304,360.0,29.97,1.301,www.youtube.com/watch?v=IBDl4aXPFgM,government,0.0614958107471466,640.0,
strange,strange,0.0,11,39,0,48,STRANGE,326,360.0,29.97,1.602,www.youtube.com/watch?v=gEfo5LLWNmw,strange,0.0993113815784454,480.0,
MEETING,meeting,0.0,67,13,0,95,MEETING,407,720.0,15.0,6.333,https://www.youtube.com/watch?v=MKMoVapmIYU,meeting,0.0283658504486084,1280.0,
serious,serious,0.0,20,-1,0,33,SignSchool Serious,892,360.0,23.976,1.376,www.youtube.com/watch?v=NNt7UyfPCYs,serious,0.0659569203853607,640.0,
run,run,0.0,11,39,0,53,RUN,169,360.0,29.97,1.768,www.youtube.com/watch?v=o-ii7m7zxx0,run,0.0421241223812103,480.0,
color,color,0.0,20,32,0,42,SignSchool Color,146,360.0,23.976,1.752,www.youtube.com/watch?v=fdBoYowmVQ8,color,0.0668441653251648,640.0,
lobster,lobster,0.0,20,-1,0,34,SignSchool Lobster Crab 3,626,360.0,23.976,1.418,www.youtube.com/watch?v=EnQtp2K8NO4,lobster,0.0718575417995452,640.0,
mean,mean,0.0,20,40,0,38,SignSchool Mean,184,360.0,23.976,1.585,www.youtube.com/watch?v=Eigdeaxm2Do,mean,0.0566003322601318,640.0,
green,green,0.0,11,39,0,40,GREEN(2),65,360.0,29.97,1.335,www.youtube.com/watch?v=-_amEuxo4-c,green,0.0516093075275421,480.0,
STORE(SHOP),store,0.0,67,13,0,62,STORE(SHOP),113,720.0,15.0,4.133,https://www.youtube.com/watch?v=JjR_8IzvtiA,sell,0.0289698541164398,1280.0,
laugh,laugh,0.0,92,2,0,33,SignSchool Laugh,312,360.0,23.976,1.376,www.youtube.com/watch?v=oh9ICnOKTJA,laugh,0.13355216383934,640.0,
believe,believe,0.0,20,40,0,32,SignSchool Believe Belief,780,360.0,23.976,1.335,www.youtube.com/watch?v=Gn3JioBwLgg,believe,0.0552864670753479,640.0,
screwdriver,screwdriver,0.0,11,39,0,61,screwdriver,814,360.0,29.97,2.035,www.youtube.com/watch?v=1xQSj2My55s,screwdriver,0.0829813182353973,480.0,
black,black,0.0,20,40,0,55,SignSchool Black,41,360.0,23.976,2.294,www.youtube.com/watch?v=Mr3gdFh3A28,black,0.0621365308761596,640.0,
SPAIN,spain,11.378,26,20,341,432,ASL2 Class 34 SIGNS,632,720.0,29.97,14.414,https://www.youtube.com/watch?v=FWc_-goPDiY,spain,0.128533124923706,1280.0,1
SWEDEN,sweden,19.119,26,20,573,653,ASL2 Class 34 SIGNS,666,720.0,29.97,21.788,https://www.youtube.com/watch?v=FWc_-goPDiY,sweden,0.128586292266845,1280.0,
SWITZERLAND,switzerland,23.023,26,20,690,784,ASL2 Class 34 SIGNS,799,720.0,29.97,26.159,https://www.youtube.com/watch?v=FWc_-goPDiY,switzerland,0.126435905694961,1280.0,
TAIWAN,taiwan,27.628,26,20,828,900,ASL2 Class 34 SIGNS,983,720.0,29.97,30.03,https://www.youtube.com/watch?v=FWc_-goPDiY,taiwan,0.135481923818588,1280.0,1
TAIWAN,taiwan,31.798,26,20,953,1027,ASL2 Class 34 SIGNS,983,720.0,29.97,34.268,https://www.youtube.com/watch?v=FWc_-goPDiY,taiwan,0.135481923818588,1280.0,1
VIETNAM,vietnam,35.335,26,20,1059,1138,ASL2 Class 34 SIGNS,710,720.0,29.97,37.971,https://www.youtube.com/watch?v=FWc_-goPDiY,vietnam,0.1359224319458,1280.0,1
VIETNAM,vietnam,47.314,26,20,1418,1489,ASL2 Class 34 SIGNS,710,720.0,29.97,49.683,https://www.youtube.com/watch?v=FWc_-goPDiY,vietnam,0.1359224319458,1280.0,1
LAW,law,65.165,26,20,1953,2053,ASL2 Class 34 SIGNS,607,720.0,29.97,68.502,https://www.youtube.com/watch?v=FWc_-goPDiY,law,0.119649976491928,1280.0,1
LAW,law,69.169,26,20,2073,2134,ASL2 Class 34 SIGNS,607,720.0,29.97,71.204,https://www.youtube.com/watch?v=FWc_-goPDiY,law,0.119649976491928,1280.0,1
GOVERNMENT,government,71.638,26,20,2147,2224,ASL2 Class 34 SIGNS,304,720.0,29.97,74.207,https://www.youtube.com/watch?v=FWc_-goPDiY,government,0.13781064748764,1280.0,
short hair,short hair,0.0,20,-1,0,35,SignSchool Short Hair 1h,610,360.0,29.97,1.168,www.youtube.com/watch?v=T074gWRkfTk,short hair,0.0499457120895385,640.0,
SAME,same,0.0,67,13,0,43,SAME,70,720.0,29.97,1.435,https://www.youtube.com/watch?v=rDAGt54vEsI,same,0.0,1280.0,
HOLLAND,holland,12.513,26,20,375,475,ASL2 Class 33 SIGNS,598,720.0,29.97,15.849,https://www.youtube.com/watch?v=p2xuU6C_p0Y,netherlands,0.0413293540477752,1280.0,1
HONG KONG,hong kong,26.493,26,20,794,874,ASL2 Class 33 SIGNS,906,720.0,29.97,29.162,https://www.youtube.com/watch?v=p2xuU6C_p0Y,hong kong,0.138120591640472,1280.0,
INDIA,india,30.43,26,20,912,988,ASL2 Class 33 SIGNS,214,720.0,29.97,32.966,https://www.youtube.com/watch?v=p2xuU6C_p0Y,india,0.141125500202178,1280.0,1
INDIA,india,34.101,26,20,1022,1085,ASL2 Class 33 SIGNS,214,720.0,29.97,36.203,https://www.youtube.com/watch?v=p2xuU6C_p0Y,india,0.141125500202178,1280.0,1
INDIA,india,38.071,26,20,1141,1191,ASL2 Class 33 SIGNS,214,720.0,29.97,39.74,https://www.youtube.com/watch?v=p2xuU6C_p0Y,india,0.141125500202178,1280.0,1
IRAN,iran,42.643,26,20,1278,1370,ASL2 Class 33 SIGNS,726,720.0,29.97,45.712,https://www.youtube.com/watch?v=p2xuU6C_p0Y,iran,0.140423238277435,1280.0,1
IRAQ,iraq,49.95,26,20,1497,1587,ASL2 Class 33 SIGNS,844,720.0,29.97,52.953,https://www.youtube.com/watch?v=p2xuU6C_p0Y,iraq,0.133002638816833,1280.0,1
IRELAND,ireland,56.456,26,20,1692,1773,ASL2 Class 33 SIGNS,562,720.0,29.97,59.159,https://www.youtube.com/watch?v=p2xuU6C_p0Y,ireland,0.145671635866165,1280.0,
ISRAEL,israel,60.527,26,20,1814,1885,ASL2 Class 33 SIGNS,516,720.0,29.97,62.896,https://www.youtube.com/watch?v=p2xuU6C_p0Y,israel,0.15317678451538,1280.0,
ITALY,italy,68.035,26,20,2039,2121,ASL2 Class 33 SIGNS,466,720.0,29.97,70.771,https://www.youtube.com/watch?v=p2xuU6C_p0Y,italy,0.151801347732543,1280.0,1
ITALY,italy,72.139,26,20,2162,2236,ASL2 Class 33 SIGNS,466,720.0,29.97,74.608,https://www.youtube.com/watch?v=p2xuU6C_p0Y,italy,0.151801347732543,1280.0,1
ITALY,italy,74.608,26,20,2236,2354,ASL2 Class 33 SIGNS,466,720.0,29.97,78.545,https://www.youtube.com/watch?v=p2xuU6C_p0Y,italy,0.151801347732543,1280.0,1
JAPAN,japan,80.08,26,20,2400,2507,ASL2 Class 33 SIGNS,393,720.0,29.97,83.65,https://www.youtube.com/watch?v=p2xuU6C_p0Y,japan,0.14707863330841,1280.0,1
JAPAN,japan,86.987,26,20,2607,2680,ASL2 Class 33 SIGNS,393,720.0,29.97,89.423,https://www.youtube.com/watch?v=p2xuU6C_p0Y,japan,0.14707863330841,1280.0,1
KOREA,korea,91.091,26,20,2730,2807,ASL2 Class 33 SIGNS,376,720.0,29.97,93.66,https://www.youtube.com/watch?v=p2xuU6C_p0Y,korea,0.154771149158477,1280.0,
MEXICO,mexico,98.665,26,20,2957,3037,ASL2 Class 33 SIGNS,264,720.0,29.97,101.335,https://www.youtube.com/watch?v=p2xuU6C_p0Y,mexico,0.134182214736938,1280.0,1
NORWAY,norway,105.539,26,20,3163,3235,ASL2 Class 33 SIGNS,824,720.0,29.97,107.941,https://www.youtube.com/watch?v=p2xuU6C_p0Y,norway,0.147907316684722,1280.0,
PHILIPPINES,philippines,110.477,26,20,3311,3384,ASL2 Class 33 SIGNS,831,720.0,29.97,112.913,https://www.youtube.com/watch?v=p2xuU6C_p0Y,philippines,0.141272515058517,1280.0,1
PHILIPPINES,philippines,114.514,26,20,3432,3509,ASL2 Class 33 SIGNS,831,720.0,29.97,117.084,https://www.youtube.com/watch?v=p2xuU6C_p0Y,philippines,0.141272515058517,1280.0,1
POLAND,poland,118.151,26,20,3541,3691,ASL2 Class 33 SIGNS,570,720.0,29.97,123.156,https://www.youtube.com/watch?v=p2xuU6C_p0Y,poland,0.102550417184829,1280.0,
PUERTO RICO,puerto rico,130.931,26,20,3924,4034,ASL2 Class 33 SIGNS,982,720.0,29.97,134.601,https://www.youtube.com/watch?v=p2xuU6C_p0Y,puerto rico,0.142334401607513,1280.0,1
RUSSIA,russia,137.137,26,20,4110,4207,ASL2 Class 33 SIGNS,219,720.0,29.97,140.374,https://www.youtube.com/watch?v=p2xuU6C_p0Y,russia,0.0,1280.0,1
RUSSIA,russia,141.875,26,20,4252,4342,ASL2 Class 33 SIGNS,219,720.0,29.97,144.878,https://www.youtube.com/watch?v=p2xuU6C_p0Y,russia,0.0,1280.0,1
RUSSIA,russia,144.678,26,20,4336,4416,ASL2 Class 33 SIGNS,219,720.0,29.97,147.347,https://www.youtube.com/watch?v=p2xuU6C_p0Y,russia,0.0,1280.0,1
SCOTLAND,scotland,148.382,26,20,4447,4530,ASL2 Class 33 SIGNS,738,720.0,29.97,151.151,https://www.youtube.com/watch?v=p2xuU6C_p0Y,scotland,0.130092948675155,1280.0,1
SCOTLAND,scotland,152.486,26,20,4570,4650,ASL2 Class 33 SIGNS,738,720.0,29.97,155.155,https://www.youtube.com/watch?v=p2xuU6C_p0Y,scotland,0.130092948675155,1280.0,1
hippo,hippo,0.0,11,39,0,61,HIPPO,932,360.0,29.97,2.035,www.youtube.com/watch?v=Udhre0lpmhg,hippo,0.0970584154129028,480.0,
PSHAW,pshaw,13.914,26,20,417,472,ASL2 Class 20 SIGNS,965,720.0,29.97,15.749,https://www.youtube.com/watch?v=UxuLj17UyDU,pshaw,0.154709994792938,1280.0,
WOW,wow,17.317,26,20,519,618,ASL2 Class 20 SIGNS,227,720.0,29.97,20.621,https://www.youtube.com/watch?v=UxuLj17UyDU,wow,0.180027186870574,1280.0,
AWFUL,awful,21.755,26,20,652,721,ASL2 Class 20 SIGNS,231,720.0,29.97,24.057,https://www.youtube.com/watch?v=UxuLj17UyDU,awful,0.177897691726684,1280.0,
MEDICINE,medicine,25.459,26,20,763,844,ASL2 Class 20 SIGNS,251,720.0,29.97,28.161,https://www.youtube.com/watch?v=UxuLj17UyDU,medicine,0.152505338191986,1280.0,
GO-to,go to,85.619,26,20,2566,2626,ASL2 Class 20 SIGNS,569,720.0,29.97,87.621,https://www.youtube.com/watch?v=UxuLj17UyDU,go to,0.144858330488204,1280.0,
GIVE-you,give you,92.726,26,20,2779,2842,ASL2 Class 20 SIGNS,288,720.0,29.97,94.828,https://www.youtube.com/watch?v=UxuLj17UyDU,give,0.150845170021057,1280.0,
TIME,time,7.761,34,11,232,272,UNIT 13 Vocabulary - turn on CC - Time  Days of the Week - ASL  American Sign Language,116,720.0,29.893,9.099,https://www.youtube.com/watch?v=iDFtTpXAMJE,time,0.0,1280.0,
MORNING,morning,11.14,34,11,333,408,UNIT 13 Vocabulary - turn on CC - Time  Days of the Week - ASL  American Sign Language,210,720.0,29.893,13.649,https://www.youtube.com/watch?v=iDFtTpXAMJE,morning,0.0,1280.0,
NOON,noon,14.652,34,11,438,491,UNIT 13 Vocabulary - turn on CC - Time  Days of the Week - ASL  American Sign Language,282,720.0,29.893,16.425,https://www.youtube.com/watch?v=iDFtTpXAMJE,noon,0.000102967023849487,1280.0,
AFTERNOON,afternoon,16.927,34,11,506,566,UNIT 13 Vocabulary - turn on CC - Time  Days of the Week - ASL  American Sign Language,220,720.0,29.893,18.934,https://www.youtube.com/watch?v=iDFtTpXAMJE,afternoon,0.0,1280.0,
EVENING/NIGHT,night,19.001,34,11,568,667,UNIT 13 Vocabulary - turn on CC - Time  Days of the Week - ASL  American Sign Language,99,720.0,29.893,22.313,https://www.youtube.com/watch?v=iDFtTpXAMJE,night,0.0,1280.0,1
MIDNIGHT,midnight,22.347,34,11,668,749,UNIT 13 Vocabulary - turn on CC - Time  Days of the Week - ASL  American Sign Language,397,720.0,29.893,25.056,https://www.youtube.com/watch?v=iDFtTpXAMJE,midnight,0.0,1280.0,
MINUTE,minute,31.412,34,11,939,989,UNIT 13 Vocabulary - turn on CC - Time  Days of the Week - ASL  American Sign Language,511,720.0,29.893,33.085,https://www.youtube.com/watch?v=iDFtTpXAMJE,minute,0.0,1280.0,
HOUR,hour,34.323,34,11,1026,1067,UNIT 13 Vocabulary - turn on CC - Time  Days of the Week - ASL  American Sign Language,171,720.0,29.893,35.694,https://www.youtube.com/watch?v=iDFtTpXAMJE,hour,0.0,1280.0,
DAY,day,36.43,34,11,1089,1149,UNIT 13 Vocabulary - turn on CC - Time  Days of the Week - ASL  American Sign Language,72,720.0,29.893,38.437,https://www.youtube.com/watch?v=iDFtTpXAMJE,day,0.00110957026481628,1280.0,
WEEK,week,39.006,34,11,1166,1200,UNIT 13 Vocabulary - turn on CC - Time  Days of the Week - ASL  American Sign Language,204,720.0,29.893,40.144,https://www.youtube.com/watch?v=iDFtTpXAMJE,week,0.0,1280.0,
MONTH,month,40.512,34,11,1211,1261,UNIT 13 Vocabulary - turn on CC - Time  Days of the Week - ASL  American Sign Language,267,720.0,29.893,42.184,https://www.youtube.com/watch?v=iDFtTpXAMJE,month,0.000505983829498291,1280.0,
